                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                      0,                0.12722,                0.12623,                0.02535,               0.035099,              0.0037576,                0.33333,              0.0065979,              0.0015541,               0.018578,               0.083333,              0.0097443,              0.0040212,                0.11211,               0.038274,               0.017017,               0.031342,                 0.0874,                 0.0014,                 0.0014
                      1,                 0.1054,               0.038916,               0.028042,               0.028381,                0.12938,                0.11111,                0.11272,                0.02956,                0.21621,                0.22222,                0.23815,                0.10388,               0.096839,               0.014997,               0.016012,               0.017569,               0.073871,              0.0028713,              0.0028713
                      2,               0.085625,               0.018183,               0.027713,               0.019788,                0.14143,                0.44444,                0.16092,               0.032978,                0.16125,                0.52778,                0.31167,                 0.1181,               0.082138,               0.011645,               0.015541,               0.012869,               0.060313,              0.0043129,              0.0043129
                      3,               0.075603,               0.014871,               0.024332,               0.017175,               0.062771,                0.72222,               0.056324,               0.013886,                0.58519,                0.22222,                0.17621,                0.06397,               0.078192,               0.011974,               0.014015,               0.010324,               0.046725,              0.0057248,              0.0057248
                      4,               0.076548,               0.017064,               0.022809,               0.016172,                0.75674,                0.41667,                0.37873,                0.17639,                0.75674,                0.41667,                0.39791,                0.25451,               0.072304,               0.012943,               0.011834,              0.0090317,               0.033107,               0.007107,               0.007107
                      5,               0.068465,               0.014905,               0.022125,               0.015257,                0.65875,                0.36111,                0.19048,               0.040366,                0.46951,                0.69444,                0.54697,                0.23015,               0.085053,               0.010951,               0.011976,              0.0084747,               0.019459,              0.0084594,              0.0084594
                      6,               0.070165,               0.013989,               0.021101,               0.013728,                0.85424,                0.33773,                0.43289,                0.16699,                0.96407,                 0.3589,                0.54109,                0.37886,               0.082704,               0.010168,                0.01088,               0.006884,               0.009406,               0.009406,               0.009406
                      7,               0.060226,               0.016555,               0.019939,               0.013909,                0.75144,                0.30556,                0.31249,               0.099527,                0.56056,                0.95473,                  0.812,                0.58139,               0.069392,              0.0089196,               0.010865,              0.0032661,               0.009406,               0.009406,               0.009406
                      8,               0.061529,               0.012579,               0.018299,               0.010761,                0.39724,                 0.7474,                0.64458,                0.22659,                0.59566,                0.87815,                0.87772,                0.46594,               0.068469,              0.0089316,               0.010732,              0.0031471,               0.009307,               0.009307,               0.009307
                      9,                0.05584,               0.012311,               0.017921,              0.0096564,                0.73591,                0.76146,                0.71316,                0.23016,                0.71861,                0.74939,                0.78122,                0.60138,               0.063059,              0.0090238,              0.0091305,                0.00299,               0.009208,               0.009208,               0.009208
                     10,               0.056126,               0.013848,                0.01684,               0.007374,                0.54375,                   0.75,                0.73764,                0.24718,                0.52911,                0.76528,                0.77922,                0.61126,                 0.0517,              0.0081987,              0.0089912,              0.0023048,               0.009109,               0.009109,               0.009109
                     11,               0.051562,               0.011895,               0.016122,              0.0070307,                0.57038,                0.86907,                0.77148,                0.38379,                0.57038,                0.86907,                0.77148,                 0.6031,               0.045549,              0.0081295,              0.0078201,              0.0051193,                0.00901,                0.00901,                0.00901
                     12,               0.048963,               0.012581,               0.016469,              0.0075126,                0.59188,                0.69444,                0.67898,                0.39574,                0.51201,                0.95469,                0.72154,                0.53989,               0.044884,              0.0089033,              0.0079975,              0.0016888,               0.008911,               0.008911,               0.008911
                     13,               0.047883,               0.012304,               0.014437,              0.0053244,                0.51875,                0.91667,                 0.7491,                0.43493,                0.51875,                0.91667,                0.76827,                0.56233,               0.044356,              0.0080403,              0.0070105,              0.0020195,               0.008812,               0.008812,               0.008812
                     14,               0.048733,               0.011488,               0.014766,              0.0059008,                 0.6232,                0.66446,                0.80143,                0.34039,                0.57645,                0.92911,                0.88799,                0.55456,               0.047565,               0.008113,              0.0081711,              0.0050674,               0.008713,               0.008713,               0.008713
                     15,               0.045971,               0.011446,               0.013143,              0.0050857,                0.63975,                0.91804,                  0.881,                  0.444,                0.63975,                0.91804,                  0.881,                0.62007,                0.04473,              0.0079828,              0.0067253,              0.0034954,               0.008614,               0.008614,               0.008614
                     16,               0.041475,               0.012203,               0.014486,              0.0054294,                0.74862,                0.88849,                0.91856,                0.48198,                0.74862,                0.88849,                0.91856,                0.68853,               0.039893,              0.0079031,              0.0064583,              0.0030334,               0.008515,               0.008515,               0.008515
                     17,               0.041664,               0.011865,               0.013993,              0.0054083,                0.72775,                0.94157,                0.86259,                 0.5106,                0.72775,                0.94157,                0.86259,                0.66438,               0.036571,              0.0083219,              0.0065403,              0.0073471,               0.008416,               0.008416,               0.008416
                     18,               0.043504,               0.011358,               0.012257,               0.005225,                0.76099,                0.65296,                0.83149,                0.52753,                0.76099,                0.65296,                0.81891,                0.58676,               0.033568,              0.0086559,              0.0069122,               0.028842,               0.008317,               0.008317,               0.008317
                     19,               0.037405,                0.01148,               0.011859,              0.0055628,                0.85672,                0.97884,                0.96047,                 0.5328,                0.85672,                0.97884,                0.96047,                0.75962,               0.035216,              0.0076255,                0.00595,              0.0019238,               0.008218,               0.008218,               0.008218
                     20,                0.03991,               0.012627,               0.012159,              0.0035658,                0.73731,                0.91667,                0.89417,                0.56043,                 0.7739,                0.97222,                0.92672,                0.68871,               0.037717,              0.0076511,              0.0061178,               0.001981,               0.008119,               0.008119,               0.008119
                     21,               0.036704,               0.012125,               0.012475,              0.0040501,                0.66763,                0.99015,                0.86154,                 0.4834,                0.66763,                0.99015,                0.86154,                0.63593,               0.035075,              0.0075501,              0.0058641,              0.0018904,                0.00802,                0.00802,                0.00802
                     22,               0.036677,               0.010276,               0.011759,              0.0041178,                0.80383,                0.95896,                 0.9329,                0.66614,                0.80383,                0.95896,                 0.9329,                0.71876,               0.029143,              0.0078119,              0.0060673,              0.0027779,               0.007921,               0.007921,               0.007921
                     23,               0.036321,               0.010369,               0.011658,              0.0037577,                0.89048,                0.80556,                0.93468,                0.55968,                0.90853,                0.83333,                0.93715,                0.70518,               0.034896,              0.0073478,               0.006074,              0.0016922,               0.007822,               0.007822,               0.007822
                     24,               0.035865,               0.011542,               0.011394,              0.0030872,                0.94689,                0.89973,                0.97365,                0.56218,                0.94689,                0.89973,                0.97365,                0.76431,                0.03558,              0.0072551,              0.0058594,               0.001479,               0.007723,               0.007723,               0.007723
                     25,               0.035019,               0.011121,               0.010913,              0.0041151,                0.73782,                0.93348,                0.89802,                0.59954,                0.73782,                0.93348,                0.89802,                0.68697,                  0.031,              0.0075937,              0.0061383,              0.0023611,               0.007624,               0.007624,               0.007624
                     26,               0.035409,               0.011438,               0.011557,              0.0036347,                0.83969,                0.97222,                0.95793,                0.61821,                0.83969,                0.97222,                0.93463,                0.75853,                0.03205,              0.0078877,              0.0050311,              0.0011875,               0.007525,               0.007525,               0.007525
                     27,               0.033679,               0.011444,                 0.0105,              0.0040595,                0.88682,                0.85955,                0.90944,                0.56097,                0.88682,                0.85955,                0.90944,                0.68448,               0.028469,              0.0079526,              0.0060682,              0.0026131,               0.007426,               0.007426,               0.007426
                     28,               0.032906,               0.010905,               0.011355,              0.0053755,                0.92511,                0.97222,                0.98651,                0.51732,                0.92511,                0.97222,                0.98651,                0.76911,               0.034828,              0.0083233,              0.0055337,              0.0013676,               0.007327,               0.007327,               0.007327
                     29,               0.033056,               0.011418,               0.011399,              0.0040635,                0.84573,                0.97222,                 0.9551,                0.59633,                0.84573,                0.97222,                 0.9551,                0.74005,               0.031853,              0.0078011,              0.0059752,               0.002449,               0.007228,               0.007228,               0.007228
                     30,               0.035287,               0.010674,               0.010815,              0.0033859,                0.95875,                0.96043,                0.98573,                0.65277,                0.95875,                0.96043,                0.98573,                0.73922,               0.027556,              0.0079705,              0.0052838,              0.0013889,               0.007129,               0.007129,               0.007129
                     31,               0.034602,               0.010654,               0.010774,              0.0032702,                0.97489,                0.99287,                  0.995,                0.66936,                0.97489,                0.99287,                  0.995,                0.76396,               0.026878,              0.0074129,              0.0047073,              0.0012117,                0.00703,                0.00703,                0.00703
                     32,                0.03295,               0.010908,               0.010195,              0.0039015,                0.99054,                 0.9736,                  0.995,                0.74136,                0.99054,                 0.9736,                  0.995,                0.81437,               0.023071,              0.0074935,              0.0047669,              0.0013191,               0.006931,               0.006931,               0.006931
                     33,               0.029272,               0.010311,              0.0099176,              0.0036239,                0.93047,                0.96649,                  0.987,                0.70811,                0.93047,                0.96649,                  0.987,                0.78849,               0.025106,              0.0072584,              0.0050254,              0.0013163,               0.006832,               0.006832,               0.006832
                     34,                 0.0302,                0.01205,               0.010382,              0.0038777,                0.98095,                0.92399,                 0.9895,                0.67377,                0.95423,                0.89621,                0.96978,                0.80568,               0.028688,               0.007612,              0.0049171,               0.002338,               0.006733,               0.006733,               0.006733
                     35,               0.030007,               0.010739,               0.010096,              0.0036806,                0.96553,                0.92965,                0.98353,                0.72196,                0.96553,                0.92965,                0.98353,                0.78922,               0.025667,              0.0076393,              0.0049615,              0.0014565,               0.006634,               0.006634,               0.006634
                     36,                0.03026,               0.010737,               0.010261,              0.0036705,                0.97866,                0.90031,                0.99079,                0.73593,                0.97866,                0.90031,                0.99079,                0.75712,               0.026267,              0.0075789,              0.0048094,               0.001796,               0.006535,               0.006535,               0.006535
                     37,               0.027976,               0.010661,               0.010348,              0.0025513,                0.97586,                0.83333,                0.95577,                0.70491,                0.97586,                0.83333,                0.95577,                0.78261,               0.025346,              0.0076815,              0.0050521,              0.0012735,               0.006436,               0.006436,               0.006436
                     38,               0.027585,               0.010846,              0.0097215,              0.0025265,                0.95761,                0.86111,                 0.9492,                0.73541,                0.95761,                0.86111,                 0.9492,                0.75346,               0.024236,              0.0077258,              0.0054693,              0.0013405,               0.006337,               0.006337,               0.006337
                     39,                0.02814,               0.011239,               0.009857,              0.0023473,                0.92416,                0.90371,                0.97944,                0.66461,                0.92416,                0.90371,                0.97944,                0.78847,               0.025428,              0.0072499,              0.0049872,              0.0011501,               0.006238,               0.006238,               0.006238
                     40,               0.027878,               0.011544,               0.009488,              0.0035949,                0.92044,                0.96207,                0.98378,                0.73623,                0.92044,                0.96207,                0.98378,                0.79481,               0.022286,              0.0073338,              0.0044165,             0.00085201,               0.006139,               0.006139,               0.006139
                     41,               0.027672,               0.011264,              0.0098636,              0.0026114,                0.93464,                0.97222,                0.98467,                0.66132,                0.93464,                0.97222,                0.98467,                0.77199,               0.027544,              0.0071373,               0.004673,             0.00093384,                0.00604,                0.00604,                0.00604
                     42,               0.028867,               0.011191,              0.0091859,              0.0035153,                0.91937,                      1,                0.99079,                0.73921,                0.91937,                      1,                0.99079,                0.77219,               0.022608,              0.0070543,              0.0043144,              0.0010464,               0.005941,               0.005941,               0.005941
                     43,               0.027404,               0.010586,              0.0085172,              0.0025055,                0.91102,                0.92501,                0.97526,                0.67919,                0.91102,                0.92501,                0.97526,                  0.734,               0.025672,              0.0070797,              0.0048261,              0.0016689,               0.005842,               0.005842,               0.005842
                     44,               0.027876,                0.01091,              0.0093345,              0.0020401,                0.93677,                0.91667,                 0.9822,                0.73385,                0.93677,                0.91667,                0.97782,                0.82397,               0.023313,              0.0070818,              0.0047541,              0.0010895,               0.005743,               0.005743,               0.005743
                     45,                0.02765,               0.011139,              0.0099594,              0.0017508,                 0.8788,                0.93762,                0.97476,                0.69905,                 0.8788,                0.93762,                0.97476,                0.78664,               0.026735,              0.0072327,              0.0045557,              0.0015383,               0.005644,               0.005644,               0.005644
                     46,               0.027989,              0.0097702,              0.0084914,              0.0030292,                0.88896,                 0.9402,                0.94284,                 0.7301,                0.88896,                 0.9402,                0.94284,                0.74593,               0.021119,               0.007291,              0.0044298,              0.0021534,               0.005545,               0.005545,               0.005545
                     47,               0.026437,               0.010641,               0.008484,              0.0016321,                 0.9208,                0.96015,                0.96978,                0.76933,                 0.9208,                0.96015,                0.96978,                0.76994,               0.021883,               0.007096,              0.0044432,             0.00081978,               0.005446,               0.005446,               0.005446
                     48,               0.025913,               0.010841,              0.0095317,              0.0020381,                0.92578,                0.97222,                0.97888,                 0.7708,                0.92578,                0.97222,                0.97888,                0.81873,               0.020581,              0.0070963,              0.0047607,             0.00076332,               0.005347,               0.005347,               0.005347
                     49,                0.02544,               0.011156,              0.0092623,              0.0018715,                 0.9616,                0.96222,                0.98573,                0.72958,                 0.9616,                0.96222,                0.98573,                0.75801,                0.02292,              0.0074453,              0.0046864,             0.00097427,               0.005248,               0.005248,               0.005248
                     50,               0.024959,               0.010457,              0.0089908,              0.0017172,                0.96322,                0.94254,                0.97954,                0.75653,                0.96322,                0.94254,                0.97954,                0.77676,               0.021201,              0.0071582,              0.0045681,              0.0012342,               0.005149,               0.005149,               0.005149
                     51,               0.024564,                0.01026,              0.0090832,              0.0014783,                0.87361,                0.96147,                0.97228,                0.73004,                0.87361,                0.96147,                0.97228,                0.78737,               0.021862,              0.0076447,              0.0044985,               0.003363,                0.00505,                0.00505,                0.00505
                     52,               0.024287,               0.010602,              0.0091625,              0.0017816,                0.95859,                0.92914,                 0.9742,                0.75185,                0.95859,                0.92914,                 0.9742,                  0.762,               0.019645,              0.0078202,              0.0045066,             0.00091524,               0.004951,               0.004951,               0.004951
                     53,                0.02399,               0.010994,              0.0089645,              0.0019207,                0.99419,                0.92837,                  0.995,                0.76267,                0.99419,                0.92837,                  0.995,                0.82082,               0.021828,              0.0076812,              0.0042486,             0.00084591,               0.004852,               0.004852,               0.004852
                     54,               0.024087,               0.010279,              0.0086855,              0.0016335,                0.96704,                0.96294,                  0.995,                0.80483,                0.97208,                0.96188,                0.99045,                0.80847,               0.018114,              0.0074791,              0.0039358,             0.00078888,               0.004753,               0.004753,               0.004753
                     55,                0.02344,               0.010755,              0.0088441,              0.0017742,                 0.9004,                0.96603,                0.97532,                0.75229,                 0.9004,                0.96603,                0.97434,                0.80483,               0.020396,              0.0071412,              0.0043688,             0.00065136,               0.004654,               0.004654,               0.004654
                     56,               0.023261,               0.010318,              0.0083277,               0.002295,                0.83069,                0.97645,                0.97599,                0.64893,                0.83069,                0.97645,                0.97599,                0.72736,               0.023747,              0.0069979,                0.00495,             0.00055628,               0.004555,               0.004555,               0.004555
                     57,               0.023351,               0.010322,              0.0084365,               0.002043,                0.86021,                0.96361,                0.98228,                0.71336,                0.86021,                0.96361,                0.98228,                0.79279,               0.022789,              0.0071216,              0.0044608,             0.00064163,               0.004456,               0.004456,               0.004456
                     58,               0.023904,               0.010315,              0.0085693,              0.0015771,                0.90811,                0.97222,                0.99045,                0.82425,                0.90811,                0.97222,                0.99045,                0.82465,               0.019654,              0.0069992,               0.004591,             0.00073929,               0.004357,               0.004357,               0.004357
                     59,               0.022245,               0.010385,              0.0080991,              0.0014678,                 0.9401,                 0.9385,                 0.9879,                0.79887,                 0.9401,                 0.9385,                 0.9879,                0.82347,               0.019685,              0.0069188,              0.0041199,             0.00085983,               0.004258,               0.004258,               0.004258
                     60,               0.023048,              0.0096387,              0.0087629,              0.0015391,                0.97578,                0.97222,                0.99045,                0.80373,                0.97578,                0.97222,                0.99045,                0.80181,               0.018294,              0.0068825,              0.0040097,              0.0007225,               0.004159,               0.004159,               0.004159
                     61,               0.022585,               0.010123,              0.0085871,              0.0016348,                 0.9524,                0.94444,                0.97954,                0.76491,                 0.9524,                0.94444,                0.97954,                0.82549,               0.019206,              0.0072632,              0.0045424,              0.0011244,                0.00406,                0.00406,                0.00406
                     62,               0.021853,               0.009926,              0.0081963,              0.0015512,                0.99212,                0.97776,                  0.995,                0.78908,                0.99212,                0.97776,                  0.995,                0.81236,               0.018462,              0.0068236,              0.0038495,             0.00060692,               0.003961,               0.003961,               0.003961
                     63,               0.021303,               0.010557,              0.0082037,              0.0014776,                0.95743,                0.99441,                0.99368,                0.78092,                0.96859,                0.97222,                0.97317,                0.79703,               0.017988,              0.0070509,              0.0038233,             0.00079861,               0.003862,               0.003862,               0.003862
                     64,               0.020838,              0.0096838,              0.0084171,              0.0014811,                0.98296,                0.95853,                0.99143,                0.80807,                0.98296,                0.95853,                0.97692,                0.82598,               0.015857,              0.0072341,              0.0041914,             0.00063524,               0.003763,               0.003763,               0.003763
                     65,               0.019798,                0.01038,              0.0077223,              0.0022861,                0.98611,                0.94444,                0.99211,                0.80191,                0.98611,                0.94444,                0.99211,                 0.8195,               0.017415,              0.0071529,              0.0039816,              0.0010065,               0.003664,               0.003664,               0.003664
                     66,               0.019684,              0.0099736,              0.0073729,              0.0017146,                0.93734,                0.96917,                  0.976,                0.78837,                0.93734,                0.96917,                  0.976,                0.78713,                0.01718,              0.0069712,               0.003839,              0.0023781,               0.003565,               0.003565,               0.003565
                     67,               0.020144,               0.010487,              0.0076577,              0.0020734,                0.88855,                0.99587,                 0.9785,                0.77304,                0.88855,                0.99587,                 0.9785,                0.78268,               0.017954,              0.0067114,              0.0039797,              0.0016729,               0.003466,               0.003466,               0.003466
                     68,               0.020356,              0.0095504,              0.0074761,              0.0011841,                0.92624,                      1,                 0.9785,                0.79369,                0.92624,                      1,                 0.9785,                0.81472,               0.016379,              0.0067609,              0.0040765,             0.00068626,               0.003367,               0.003367,               0.003367
                     69,               0.020006,              0.0097625,              0.0079651,              0.0019875,                  0.917,                0.99491,                  0.984,                0.76424,                  0.917,                0.99491,                  0.984,                0.78133,               0.019817,              0.0068653,              0.0043526,             0.00063868,               0.003268,               0.003268,               0.003268
                     70,               0.019996,              0.0098817,              0.0075867,              0.0016258,                0.96144,                0.97222,                0.99368,                0.77984,                0.96144,                0.97222,                0.99368,                 0.7783,               0.019022,              0.0071115,               0.004178,             0.00055685,               0.003169,               0.003169,               0.003169
                     71,               0.019141,              0.0097761,              0.0074111,              0.0026592,                0.95958,                0.97724,                0.99368,                0.83784,                0.97626,                0.97222,                0.98875,                0.79732,               0.018194,              0.0072186,              0.0041718,             0.00057716,                0.00307,                0.00307,                0.00307
                     72,               0.018978,               0.010347,              0.0079364,              0.0018301,                0.96498,                0.98625,                0.99079,                0.82388,                0.96965,                0.97222,                 0.9874,                0.80838,               0.016514,              0.0070284,              0.0042167,             0.00058575,               0.002971,               0.002971,               0.002971
                     73,               0.018289,              0.0097922,              0.0077416,              0.0019402,                 0.9442,                0.97397,                0.98639,                0.80163,                 0.9442,                0.97397,                0.98639,                0.81436,               0.016856,              0.0071738,              0.0042143,             0.00062866,               0.002872,               0.002872,               0.002872
                     74,               0.018563,              0.0098284,              0.0074266,              0.0014578,                0.93903,                0.98861,                0.98944,                0.83267,                0.93903,                0.98861,                0.98944,                0.81825,               0.016358,              0.0075669,              0.0040245,              0.0004817,               0.002773,               0.002773,               0.002773
                     75,               0.018099,              0.0093916,              0.0069567,              0.0013483,                0.93236,                 0.9876,                  0.987,                0.83862,                0.92797,                0.97222,                0.98221,                0.81697,               0.015316,              0.0076718,               0.004118,             0.00049362,               0.002674,               0.002674,               0.002674
                     76,               0.018216,              0.0096177,              0.0084336,              0.0012971,                0.91633,                      1,                  0.987,                0.79338,                0.91633,                      1,                  0.987,                0.79991,               0.016499,              0.0072607,              0.0040264,             0.00066547,               0.002575,               0.002575,               0.002575
                     77,               0.016775,              0.0099934,              0.0073501,              0.0014732,                0.94354,                0.96843,                0.99368,                 0.8055,                0.94354,                0.96843,                0.99368,                0.81141,               0.016613,              0.0070716,              0.0038185,              0.0014422,               0.002476,               0.002476,               0.002476
                     78,                0.01704,              0.0090579,              0.0067038,              0.0025063,                0.97217,                0.93533,                0.99211,                0.80827,                0.97217,                0.93533,                0.99211,                0.81308,               0.015575,              0.0069462,              0.0038142,             0.00084982,               0.002377,               0.002377,               0.002377
                     79,               0.016581,              0.0091729,              0.0069988,              0.0008986,                0.89973,                      1,                0.99079,                0.82101,                0.89973,                      1,                0.99079,                0.82399,               0.015807,               0.006955,              0.0038524,             0.00046673,               0.002278,               0.002278,               0.002278
                     80,               0.016189,              0.0094603,              0.0070861,              0.0007172,                0.96742,                0.95502,                  0.995,                0.82263,                0.96742,                0.95502,                  0.995,                0.83594,               0.015155,              0.0069926,              0.0037951,             0.00041647,               0.002179,               0.002179,               0.002179
                     81,               0.015936,              0.0093183,              0.0072763,              0.0019756,                0.96359,                      1,                  0.995,                0.83615,                0.96359,                      1,                  0.995,                0.81687,               0.014884,              0.0071076,              0.0035725,             0.00042305,                0.00208,                0.00208,                0.00208
                     82,               0.015525,              0.0086643,              0.0068974,             0.00084171,                 0.9803,                0.97222,                0.99368,                0.86923,                 0.9803,                0.97222,                0.99368,                0.80228,                0.01437,              0.0070087,              0.0037212,             0.00040779,               0.001981,               0.001981,               0.001981
                     83,               0.015735,              0.0094549,              0.0067709,             0.00061474,                0.97777,                0.98928,                  0.995,                0.86162,                0.97777,                0.98928,                  0.995,                0.82694,                0.01351,              0.0069803,               0.003459,              0.0003931,               0.001882,               0.001882,               0.001882
                     84,               0.016042,              0.0092471,               0.006331,             0.00088853,                 0.9828,                0.99151,                  0.995,                0.85865,                 0.9828,                0.99151,                  0.995,                0.82336,               0.014822,              0.0069044,              0.0036163,             0.00040007,               0.001783,               0.001783,               0.001783
                     85,               0.014777,              0.0092645,              0.0067748,              0.0015173,                0.95444,                0.99302,                0.99211,                0.87407,                0.95444,                0.99302,                0.99211,                0.82557,               0.014198,              0.0069372,               0.003665,             0.00038013,               0.001684,               0.001684,               0.001684
                     86,               0.015252,              0.0094628,              0.0069659,              0.0013795,                0.96466,                0.97222,                0.99368,                 0.8424,                0.96466,                0.97222,                0.99368,                0.82682,               0.014908,              0.0069401,              0.0037775,             0.00039454,               0.001585,               0.001585,               0.001585
                     87,               0.015053,               0.009286,              0.0064897,              0.0008849,                0.98202,                      1,                  0.995,                0.86694,                0.98202,                      1,                  0.995,                0.80594,               0.014231,              0.0069262,              0.0035696,              0.0004076,               0.001486,               0.001486,               0.001486
                     88,               0.014454,              0.0098085,              0.0067072,             0.00071918,                0.98152,                      1,                  0.995,                0.89012,                0.98152,                      1,                  0.995,                0.81146,               0.014415,              0.0068074,              0.0035143,             0.00040693,               0.001387,               0.001387,               0.001387
                     89,               0.014449,              0.0097591,              0.0063207,               0.000598,                0.98128,                      1,                  0.995,                0.85966,                0.98128,                      1,                  0.995,                0.82329,               0.014433,              0.0067085,              0.0034552,             0.00036011,               0.001288,               0.001288,               0.001288
                     90,               0.014604,              0.0097498,              0.0067662,              0.0013248,                0.98542,                      1,                  0.995,                0.87094,                0.98542,                      1,                  0.995,                 0.8171,               0.014366,              0.0067402,              0.0036182,             0.00032916,               0.001189,               0.001189,               0.001189
                     91,               0.013748,              0.0093705,              0.0059773,             0.00067308,                0.98744,                  0.995,                  0.995,                0.85584,                0.98744,                  0.995,                  0.995,                0.81967,               0.014134,               0.006818,              0.0035901,             0.00030956,                0.00109,                0.00109,                0.00109
                     92,               0.013496,              0.0093048,              0.0063262,             0.00066461,                 0.9851,                0.99125,                  0.995,                0.86881,                 0.9851,                0.99125,                  0.995,                0.84094,               0.013356,              0.0068892,              0.0035586,             0.00029578,               0.000991,               0.000991,               0.000991
                     93,               0.014222,              0.0089242,              0.0062535,              0.0007078,                0.98845,                0.99679,                  0.995,                0.87094,                0.98845,                0.99679,                  0.995,                0.81767,               0.013996,              0.0069023,              0.0034757,              0.0002799,               0.000892,               0.000892,               0.000892
                     94,               0.013749,              0.0091049,              0.0065689,             0.00068011,                0.98588,                      1,                  0.995,                0.87005,                0.98588,                      1,                  0.995,                0.82751,               0.013367,              0.0067648,              0.0034885,             0.00026588,               0.000793,               0.000793,               0.000793
                     95,               0.013222,              0.0090629,              0.0060183,             0.00052366,                0.98631,                      1,                  0.995,                0.86251,                0.98631,                      1,                  0.995,                0.81992,               0.013657,              0.0066443,              0.0034251,             0.00026107,               0.000694,               0.000694,               0.000694
                     96,               0.013289,              0.0092839,              0.0061379,              0.0005338,                0.98559,                      1,                  0.995,                0.87395,                0.98559,                      1,                  0.995,                0.82055,               0.013411,              0.0066122,              0.0033724,             0.00025196,               0.000595,               0.000595,               0.000595
                     97,               0.012864,              0.0089895,              0.0060157,             0.00063871,                0.98445,                      1,                  0.995,                0.87957,                0.98445,                      1,                  0.995,                0.83263,               0.013271,               0.006635,              0.0033541,             0.00024419,               0.000496,               0.000496,               0.000496
                     98,                0.01251,              0.0087692,              0.0058996,              0.0012737,                0.98112,                      1,                  0.995,                0.88193,                0.98112,                      1,                  0.995,                 0.8271,               0.013032,              0.0066992,               0.003427,             0.00023952,               0.000397,               0.000397,               0.000397
                     99,               0.012972,              0.0089659,              0.0058116,             0.00042589,                0.97921,                      1,                  0.995,                0.88045,                0.97921,                      1,                  0.995,                0.81305,               0.012656,              0.0067295,              0.0035019,             0.00023656,               0.000298,               0.000298,               0.000298
                    100,                0.98456,                      1,                  0.995,                 0.8796,                0.98456,                      1,                  0.995,                0.83268,               0.013273,              0.0066353,              0.0033545,             0.00024443
